JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise|CategorieADEME
AC|Achats|AC02629|20240223|606220|Fournisseurs|FOU825|Total|FA-2402-2629|20240223|Plein Totalcb|2605,93|0,00|||20240223|0,00||Déplacements
AC|Achats|AC02630|20240415|606100|Fournisseurs|FOU626|Engie|FA-2404-2630|20240415|Engie facture - 2024|3923,2|0,00|||20240415|0,00||Energie
AC|Achats|AC02631|20240306|606400|Fournisseurs|FOU614|Boulanger|FA-2403-2631|20240306|Clavier Souris -|153,54|0,00|||20240306|0,00||Achats de Biens
AC|Achats|AC02632|20240129|626000|Fournisseurs|FOU333|Orange Pro|FA-2401-2632|20240129|Telephonie /|4765,36|0,00|||20240129|0,00||Achats de Services
AC|Achats|AC02633|20240712|606400|Fournisseurs|FOU577|Bureau Vallee|FA-2407-2633|20240712|Papeterie|4051,62|0,00|||20240712|0,00||Achats de Biens
AC|Achats|AC02634|20240221|606400|Fournisseurs|FOU436|Bureau Vallee|FA-2402-2634|20240221|ramette papier / virement|589,81|0,00|||20240221|0,00||Achats de Biens
AC|Achats|AC02635|20240917|218300|Fournisseurs|FOU872|Apple|FA-2409-2635|20240917|Macbook -|3934,81|0,00|||20240917|0,00||Achats de Biens
AC|Achats|AC02636|20240731|625100|Fournisseurs|FOU632|SNCF|FA-2407-2636|20240731|Fact. SNCF _ prelev|3821,46|0,00|||20240731|0,00||Déplacements
AC|Achats|AC02637|20240910|606100|Fournisseurs|FOU461|EDF Pro|FA-2409-2637|20240910|Fact. EDF|622,82|0,00|||20240910|0,00||Energie
AC|Achats|AC02638|20240731|625100|Fournisseurs|FOU532|Vinci Autoroutes|FA-2407-2638|20240731|Badge Telepeage Vinci / mars|1509,08|0,00|||20240731|0,00||Déplacements
AC|Achats|AC02639|20240501|626000|Fournisseurs|FOU312|Amazon Web Services|FA-2405-2639|20240501|AWS - prelev|3901,27|0,00|||20240501|0,00||Achats de Services
AC|Achats|AC02640|20240427|625100|Fournisseurs|FOU601|Vinci Autoroutes|FA-2404-2640|20240427|Badge Telepeage Vinci _|2353,43|0,00|||20240427|0,00||Déplacements
AC|Achats|AC02641|20240423|606400|Fournisseurs|FOU212|Bureau Vallee|FA-2404-2641|20240423|Ramette papierjanvier|4563,01|0,00|||20240423|0,00||Achats de Biens
AC|Achats|AC02642|20241119|626000|Fournisseurs|FOU948|OVH Cloud|FA-2411-2642|20241119|Facture cloud -|4704,07|0,00|||20241119|0,00||Achats de Services
AC|Achats|AC02643|20240624|626000|Fournisseurs|FOU721|Amazon Web Services|FA-2406-2643|20240624|AWS - ref|1380,18|0,00|||20240624|0,00||Achats de Services
AC|Achats|AC02644|20240630|606100|Fournisseurs|FOU003|EDF Pro|FA-2406-2644|20240630|Energie mois / T1|2627,9|0,00|||20240630|0,00||Energie
AC|Achats|AC02645|20241002|625100|Fournisseurs|FOU876|Air France|FA-2410-2645|20241002|Billet Avion  client|3368,63|0,00|||20241002|0,00||Déplacements
AC|Achats|AC02646|20240612|606100|Fournisseurs|FOU920|TotalEnergies|FA-2406-2646|20240612|ABO GAZ  PRELEV|1051,07|0,00|||20240612|0,00||Energie
AC|Achats|AC02647|20241226|622600|Fournisseurs|FOU277|Malt|FA-2412-2647|20241226|Prestation Freelance  n°|3725,26|0,00|||20241226|0,00||Achats de Services
AC|Achats|AC02648|20241026|606220|Fournisseurs|FOU978|Total|FA-2410-2648|20241026|Gasoil T1|166,08|0,00|||20241026|0,00||Déplacements
AC|Achats|AC02649|20240222|606220|Fournisseurs|FOU246|Total|FA-2402-2649|20240222|Péage -|2942,18|0,00|||20240222|0,00||Déplacements
AC|Achats|AC02650|20241218|626000|Fournisseurs|FOU956|Orange Pro|FA-2412-2650|20241218|Telephonie|2257,63|0,00|||20241218|0,00||Achats de Services
AC|Achats|AC02651|20240527|626000|Fournisseurs|FOU105|OVH Cloud|FA-2405-2651|20240527|Serveur OVH _|3163,61|0,00|||20240527|0,00||Achats de Services
AC|Achats|AC02652|20240615|622600|Fournisseurs|FOU225|KPMG|FA-2406-2652|20240615|Audit _ prelev|2404,84|0,00|||20240615|0,00||Achats de Services
AC|Achats|AC02653|20241213|606100|Fournisseurs|FOU955|Engie|FA-2412-2653|20241213|ENGIE FACTUREREF|681,07|0,00|||20241213|0,00||Energie
AC|Achats|AC02654|20240729|622600|Fournisseurs|FOU291|KPMG|FA-2407-2654|20240729|Prestation Conseil - fev|1651,9|0,00|||20240729|0,00||Achats de Services
AC|Achats|AC02655|20240616|606100|Fournisseurs|FOU372|EDF Pro|FA-2406-2655|20240616|Ab EDF|4626,61|0,00|||20240616|0,00||Energie
AC|Achats|AC02656|20240815|606400|Fournisseurs|FOU567|Bureau Vallee|FA-2408-2656|20240815|Ramette papier / 2024|2829,13|0,00|||20240815|0,00||Achats de Biens
AC|Achats|AC02657|20241204|625100|Fournisseurs|FOU884|Air France|FA-2412-2657|20241204|Deplacement avion _|3590,22|0,00|||20241204|0,00||Déplacements
AC|Achats|AC02658|20241222|606400|Fournisseurs|FOU492|Bureau Vallee|FA-2412-2658|20241222|papeterie|133,05|0,00|||20241222|0,00||Achats de Biens
AC|Achats|AC02659|20240917|625100|Fournisseurs|FOU727|Vinci Autoroutes|FA-2409-2659|20240917|Autoroute - reglement|4673,23|0,00|||20240917|0,00||Déplacements
AC|Achats|AC02660|20240510|626000|Fournisseurs|FOU728|Orange Pro|FA-2405-2660|20240510|Telephonie _ client|2127,44|0,00|||20240510|0,00||Achats de Services
AC|Achats|AC02661|20240116|606220|Fournisseurs|FOU181|Total|FA-2401-2661|20240116|Plein Total|3348,93|0,00|||20240116|0,00||Déplacements
AC|Achats|AC02662|20240908|625100|Fournisseurs|FOU726|Vinci Autoroutes|FA-2409-2662|20240908|Peage /|1979,42|0,00|||20240908|0,00||Déplacements
AC|Achats|AC02663|20240803|606220|Fournisseurs|FOU712|Total|FA-2408-2663|20240803|Péage|513,18|0,00|||20240803|0,00||Déplacements
AC|Achats|AC02664|20241014|218300|Fournisseurs|FOU270|Apple|FA-2410-2664|20241014|materiel apple -|2911,74|0,00|||20241014|0,00||Achats de Biens
AC|Achats|AC02665|20240828|625100|Fournisseurs|FOU332|SNCF|FA-2408-2665|20240828|Fact. SNCF _ prelev|1428,4|0,00|||20240828|0,00||Déplacements
AC|Achats|AC02666|20241012|218300|Fournisseurs|FOU045|Dell France|FA-2410-2666|20241012|Ordi Dell - ref|3509,75|0,00|||20241012|0,00||Achats de Biens
AC|Achats|AC02667|20240823|625100|Fournisseurs|FOU937|Air France|FA-2408-2667|20240823|Air France vol  T1|740,77|0,00|||20240823|0,00||Déplacements
AC|Achats|AC02668|20240728|218300|Fournisseurs|FOU222|Dell France|FA-2407-2668|20240728|Materiel Info|679,4|0,00|||20240728|0,00||Achats de Biens
AC|Achats|AC02669|20240101|606220|Fournisseurs|FOU329|Total|FA-2401-2669|20240101|Station Servicefev|4490,68|0,00|||20240101|0,00||Déplacements
AC|Achats|AC02670|20240527|606100|Fournisseurs|FOU831|TotalEnergies|FA-2405-2670|20240527|Abo Gaz - fev|4745,84|0,00|||20240527|0,00||Energie
AC|Achats|AC02671|20240612|606100|Fournisseurs|FOU139|EDF Pro|FA-2406-2671|20240612|Facture Electricite _ T1|4417,8|0,00|||20240612|0,00||Energie
AC|Achats|AC02672|20240422|606400|Fournisseurs|FOU048|Boulanger|FA-2404-2672|20240422|Achats Boulanger|1243,15|0,00|||20240422|0,00||Achats de Biens
AC|Achats|AC02673|20240111|626000|Fournisseurs|FOU249|OVH Cloud|FA-2401-2673|20240111|Serveur OVHmars|1649,05|0,00|||20240111|0,00||Achats de Services
AC|Achats|AC02674|20240216|626000|Fournisseurs|FOU870|Amazon Web Services|FA-2402-2674|20240216|Cloud AWS  ref|2538,97|0,00|||20240216|0,00||Achats de Services
AC|Achats|AC02675|20241215|622600|Fournisseurs|FOU074|KPMG|FA-2412-2675|20241215|Audit _|2470,01|0,00|||20241215|0,00||Achats de Services
AC|Achats|AC02676|20240327|625100|Fournisseurs|FOU637|Vinci Autoroutes|FA-2403-2676|20240327|Peage - client|1436,08|0,00|||20240327|0,00||Déplacements
AC|Achats|AC02677|20240512|606400|Fournisseurs|FOU289|Bureau Vallee|FA-2405-2677|20240512|FOURNITURES BUREAUJANVIER|259,69|0,00|||20240512|0,00||Achats de Biens
AC|Achats|AC02678|20240205|606100|Fournisseurs|FOU861|EDF Pro|FA-2402-2678|20240205|Fact. EDF  2024|2191,72|0,00|||20240205|0,00||Energie
AC|Achats|AC02679|20240728|626000|Fournisseurs|FOU698|Orange Pro|FA-2407-2679|20240728|TELEPHONIE / CLIENT|3691,72|0,00|||20240728|0,00||Achats de Services
AC|Achats|AC02680|20241107|626000|Fournisseurs|FOU340|Orange Pro|FA-2411-2680|20241107|orange fibre / janvier|3543,15|0,00|||20241107|0,00||Achats de Services
AC|Achats|AC02681|20240413|606400|Fournisseurs|FOU852|Boulanger|FA-2404-2681|20240413|Clavier Souris -|3394,99|0,00|||20240413|0,00||Achats de Biens
AC|Achats|AC02682|20240104|606400|Fournisseurs|FOU064|Bureau Vallee|FA-2401-2682|20240104|bureau vallee|2682,06|0,00|||20240104|0,00||Achats de Biens
AC|Achats|AC02683|20241226|218300|Fournisseurs|FOU787|Apple|FA-2412-2683|20241226|Apple Store / ref|2550,06|0,00|||20241226|0,00||Achats de Biens
AC|Achats|AC02684|20241221|606100|Fournisseurs|FOU006|TotalEnergies|FA-2412-2684|20241221|Abo GazT2|4177,54|0,00|||20241221|0,00||Energie
AC|Achats|AC02685|20240505|622600|Fournisseurs|FOU648|Malt|FA-2405-2685|20240505|MALT FACT. _ REGLEMENT|3112,04|0,00|||20240505|0,00||Achats de Services
AC|Achats|AC02686|20240601|606100|Fournisseurs|FOU682|TotalEnergies|FA-2406-2686|20240601|facture gaz /|757,18|0,00|||20240601|0,00||Energie
AC|Achats|AC02687|20240627|606100|Fournisseurs|FOU231|Engie|FA-2406-2687|20240627|Engie facture  n°|600,39|0,00|||20240627|0,00||Energie
AC|Achats|AC02688|20240329|622600|Fournisseurs|FOU462|KPMG|FA-2403-2688|20240329|PRESTATION CONSEIL - CB|2064,89|0,00|||20240329|0,00||Achats de Services
AC|Achats|AC02689|20240811|606400|Fournisseurs|FOU994|Bureau Vallee|FA-2408-2689|20240811|Ramette papier -|497,13|0,00|||20240811|0,00||Achats de Biens
AC|Achats|AC02690|20240710|606100|Fournisseurs|FOU088|TotalEnergies|FA-2407-2690|20240710|total|3221,36|0,00|||20240710|0,00||Energie
AC|Achats|AC02691|20241130|625100|Fournisseurs|FOU073|Vinci Autoroutes|FA-2411-2691|20241130|Peage / fev|486,66|0,00|||20241130|0,00||Déplacements
AC|Achats|AC02692|20240916|622600|Fournisseurs|FOU575|Malt|FA-2409-2692|20240916|Prestation Freelance _|1004,11|0,00|||20240916|0,00||Achats de Services
AC|Achats|AC02693|20240302|218300|Fournisseurs|FOU386|Dell France|FA-2403-2693|20240302|Ordi Dell|433,86|0,00|||20240302|0,00||Achats de Biens
AC|Achats|AC02694|20240602|626000|Fournisseurs|FOU437|Orange Pro|FA-2406-2694|20240602|Forfait Mobileprelev|4247,39|0,00|||20240602|0,00||Achats de Services
AC|Achats|AC02695|20240518|606400|Fournisseurs|FOU956|Boulanger|FA-2405-2695|20240518|Clavier Souris _ n°|249,85|0,00|||20240518|0,00||Achats de Biens
AC|Achats|AC02696|20241117|626000|Fournisseurs|FOU952|Amazon Web Services|FA-2411-2696|20241117|Abo AWS  virement|869,46|0,00|||20241117|0,00||Achats de Services
AC|Achats|AC02697|20240905|626000|Fournisseurs|FOU696|OVH Cloud|FA-2409-2697|20240905|OVH|1705,62|0,00|||20240905|0,00||Achats de Services
AC|Achats|AC02698|20240701|606400|Fournisseurs|FOU122|Boulanger|FA-2407-2698|20240701|Clavier Souris|586,0|0,00|||20240701|0,00||Achats de Biens
AC|Achats|AC02699|20240306|606220|Fournisseurs|FOU259|Total|FA-2403-2699|20240306|Station Service2024|3400,3|0,00|||20240306|0,00||Déplacements
AC|Achats|AC02700|20240119|606400|Fournisseurs|FOU887|Bureau Vallee|FA-2401-2700|20240119|PAPETERIE -|2544,43|0,00|||20240119|0,00||Achats de Biens
AC|Achats|AC02701|20240531|606400|Fournisseurs|FOU982|Bureau Vallee|FA-2405-2701|20240531|Founitures bureau  prelev|1111,68|0,00|||20240531|0,00||Achats de Biens
AC|Achats|AC02702|20240902|625100|Fournisseurs|FOU218|Vinci Autoroutes|FA-2409-2702|20240902|Peage -|2342,58|0,00|||20240902|0,00||Déplacements
AC|Achats|AC02703|20240212|218300|Fournisseurs|FOU298|Dell France|FA-2402-2703|20240212|DELL XPS / JANVIER|1791,11|0,00|||20240212|0,00||Achats de Biens
AC|Achats|AC02704|20240610|606100|Fournisseurs|FOU213|EDF Pro|FA-2406-2704|20240610|Facture Electricite  client|2243,79|0,00|||20240610|0,00||Energie
AC|Achats|AC02705|20240324|606100|Fournisseurs|FOU488|EDF Pro|FA-2403-2705|20240324|Energie mois -|2930,69|0,00|||20240324|0,00||Energie
AC|Achats|AC02706|20240812|606100|Fournisseurs|FOU576|Engie|FA-2408-2706|20240812|ENGIE FCTURE|4562,83|0,00|||20240812|0,00||Energie
AC|Achats|AC02707|20241219|606400|Fournisseurs|FOU916|Boulanger|FA-2412-2707|20241219|Clavier Souris / prelev|1115,12|0,00|||20241219|0,00||Achats de Biens
AC|Achats|AC02708|20240203|625100|Fournisseurs|FOU623|Vinci Autoroutes|FA-2402-2708|20240203|Autoroute _ prelev|2815,09|0,00|||20240203|0,00||Déplacements
AC|Achats|AC02709|20240504|626000|Fournisseurs|FOU556|Orange Pro|FA-2405-2709|20240504|Forfait Mobile - n°|4960,06|0,00|||20240504|0,00||Achats de Services
AC|Achats|AC02710|20240904|606220|Fournisseurs|FOU738|Total|FA-2409-2710|20240904|Gasoil _ T1|3816,7|0,00|||20240904|0,00||Déplacements
AC|Achats|AC02711|20241007|606400|Fournisseurs|FOU457|Boulanger|FA-2410-2711|20241007|FOURNITURES|3628,63|0,00|||20241007|0,00||Achats de Biens
AC|Achats|AC02712|20240622|625100|Fournisseurs|FOU169|Vinci Autoroutes|FA-2406-2712|20240622|Peage|2770,57|0,00|||20240622|0,00||Déplacements
AC|Achats|AC02713|20240622|606400|Fournisseurs|FOU955|Bureau Vallee|FA-2406-2713|20240622|bureau vallee _ t2|328,71|0,00|||20240622|0,00||Achats de Biens
AC|Achats|AC02714|20240812|606100|Fournisseurs|FOU012|Engie|FA-2408-2714|20240812|Engie facture _|2058,84|0,00|||20240812|0,00||Energie
AC|Achats|AC02715|20240609|606400|Fournisseurs|FOU981|Boulanger|FA-2406-2715|20240609|clavier sourismars|1122,15|0,00|||20240609|0,00||Achats de Biens
AC|Achats|AC02716|20241031|606100|Fournisseurs|FOU912|Engie|FA-2410-2716|20241031|Gaz Engie /|1295,96|0,00|||20241031|0,00||Energie
AC|Achats|AC02717|20241030|218300|Fournisseurs|FOU292|Dell France|FA-2410-2717|20241030|ordi dell / reglement|2815,04|0,00|||20241030|0,00||Achats de Biens
AC|Achats|AC02718|20240706|606100|Fournisseurs|FOU155|TotalEnergies|FA-2407-2718|20240706|Prelevement TotalEnergies  fev|871,99|0,00|||20240706|0,00||Energie
AC|Achats|AC02719|20241213|625100|Fournisseurs|FOU233|Vinci Autoroutes|FA-2412-2719|20241213|Peage|3157,82|0,00|||20241213|0,00||Déplacements
AC|Achats|AC02720|20240218|218300|Fournisseurs|FOU599|Apple|FA-2402-2720|20240218|Macbook _ fev|306,16|0,00|||20240218|0,00||Achats de Biens
AC|Achats|AC02721|20241013|606100|Fournisseurs|FOU402|TotalEnergies|FA-2410-2721|20241013|Prelevement TotalEnergies / T2|4044,55|0,00|||20241013|0,00||Energie
AC|Achats|AC02722|20240922|625100|Fournisseurs|FOU675|Vinci Autoroutes|FA-2409-2722|20240922|Autoroute /|4867,76|0,00|||20240922|0,00||Déplacements
AC|Achats|AC02723|20240618|622600|Fournisseurs|FOU565|Malt|FA-2406-2723|20240618|Malt Fact. /|3177,99|0,00|||20240618|0,00||Achats de Services
AC|Achats|AC02724|20240115|622600|Fournisseurs|FOU246|Malt|FA-2401-2724|20240115|Prestation Freelance -|1383,62|0,00|||20240115|0,00||Achats de Services
AC|Achats|AC02725|20240518|626000|Fournisseurs|FOU158|Amazon Web Services|FA-2405-2725|20240518|AWS  n°|3150,88|0,00|||20240518|0,00||Achats de Services
AC|Achats|AC02726|20240711|606100|Fournisseurs|FOU133|Engie|FA-2407-2726|20240711|Gaz Engie|97,5|0,00|||20240711|0,00||Energie
AC|Achats|AC02727|20240927|625100|Fournisseurs|FOU262|Air France|FA-2409-2727|20240927|Billet Avion _ reglement|1779,61|0,00|||20240927|0,00||Déplacements
AC|Achats|AC02728|20240609|606100|Fournisseurs|FOU326|Engie|FA-2406-2728|20240609|Elec Engie _ n°|4011,76|0,00|||20240609|0,00||Energie
AC|Achats|AC02729|20240812|626000|Fournisseurs|FOU075|Amazon Web Services|FA-2408-2729|20240812|Clou AWS|2638,03|0,00|||20240812|0,00||Achats de Services
AC|Achats|AC02730|20240212|218300|Fournisseurs|FOU208|Dell France|FA-2402-2730|20240212|Materiel Info -|4499,94|0,00|||20240212|0,00||Achats de Biens
AC|Achats|AC02731|20240212|622600|Fournisseurs|FOU569|KPMG|FA-2402-2731|20240212|Audit -|1266,84|0,00|||20240212|0,00||Achats de Services
AC|Achats|AC02732|20240524|606100|Fournisseurs|FOU092|EDF Pro|FA-2405-2732|20240524|Abo EDF _|1998,64|0,00|||20240524|0,00||Energie
AC|Achats|AC02733|20241223|626000|Fournisseurs|FOU955|Orange Pro|FA-2412-2733|20241223|Abo Internet _ 2024|2776,94|0,00|||20241223|0,00||Achats de Services
AC|Achats|AC02734|20241202|606100|Fournisseurs|FOU241|TotalEnergies|FA-2412-2734|20241202|Abo Gaz _ T1|4841,3|0,00|||20241202|0,00||Energie
AC|Achats|AC02735|20240125|622600|Fournisseurs|FOU134|Malt|FA-2401-2735|20240125|malt fact.|2033,51|0,00|||20240125|0,00||Achats de Services
AC|Achats|AC02736|20240412|606100|Fournisseurs|FOU472|EDF Pro|FA-2404-2736|20240412|Prélèvement EDF /|3605,67|0,00|||20240412|0,00||Energie
AC|Achats|AC02737|20240527|625100|Fournisseurs|FOU973|Vinci Autoroutes|FA-2405-2737|20240527|Peageprelev|143,91|0,00|||20240527|0,00||Déplacements
AC|Achats|AC02738|20240608|625100|Fournisseurs|FOU749|SNCF|FA-2406-2738|20240608|Billet SNCF / janvier|4068,84|0,00|||20240608|0,00||Déplacements
AC|Achats|AC02739|20240310|626000|Fournisseurs|FOU534|Orange Pro|FA-2403-2739|20240310|Orange Fibre / T2|4212,8|0,00|||20240310|0,00||Achats de Services
AC|Achats|AC02740|20241125|626000|Fournisseurs|FOU334|Amazon Web Services|FA-2411-2740|20241125|SERVEURS AMAZON _|4518,41|0,00|||20241125|0,00||Achats de Services
AC|Achats|AC02741|20240113|625100|Fournisseurs|FOU896|SNCF|FA-2401-2741|20240113|Fact. SNCF -|3079,31|0,00|||20240113|0,00||Déplacements
AC|Achats|AC02742|20241205|626000|Fournisseurs|FOU087|OVH Cloud|FA-2412-2742|20241205|OVH  JANVIER|2347,22|0,00|||20241205|0,00||Achats de Services
AC|Achats|AC02743|20241211|622600|Fournisseurs|FOU208|Malt|FA-2412-2743|20241211|Malt Fact.mars|2463,3|0,00|||20241211|0,00||Achats de Services
AC|Achats|AC02744|20241026|626000|Fournisseurs|FOU923|Amazon Web Services|FA-2410-2744|20241026|serveurs amazon _|1839,25|0,00|||20241026|0,00||Achats de Services
AC|Achats|AC02745|20240217|625100|Fournisseurs|FOU737|SNCF|FA-2402-2745|20240217|Fact. SNCF / fev|152,65|0,00|||20240217|0,00||Déplacements
AC|Achats|AC02746|20240415|625100|Fournisseurs|FOU492|Vinci Autoroutes|FA-2404-2746|20240415|AUTOROUTE|1562,96|0,00|||20240415|0,00||Déplacements
AC|Achats|AC02747|20240910|626000|Fournisseurs|FOU727|OVH Cloud|FA-2409-2747|20240910|Abo OVHfev|1520,35|0,00|||20240910|0,00||Achats de Services
AC|Achats|AC02748|20240328|626000|Fournisseurs|FOU784|OVH Cloud|FA-2403-2748|20240328|OVH /|373,7|0,00|||20240328|0,00||Achats de Services
AC|Achats|AC02749|20240812|625100|Fournisseurs|FOU622|Vinci Autoroutes|FA-2408-2749|20240812|BADGE TELEPEAGE VINCI|4436,04|0,00|||20240812|0,00||Déplacements
AC|Achats|AC02750|20241014|626000|Fournisseurs|FOU119|OVH Cloud|FA-2410-2750|20241014|hebergement web _|4059,42|0,00|||20241014|0,00||Achats de Services
AC|Achats|AC02751|20240311|626000|Fournisseurs|FOU617|Orange Pro|FA-2403-2751|20240311|Forfait Mobile|2359,55|0,00|||20240311|0,00||Achats de Services
AC|Achats|AC02752|20240114|606100|Fournisseurs|FOU863|Engie|FA-2401-2752|20240114|Elec Engiecb|3906,68|0,00|||20240114|0,00||Energie
AC|Achats|AC02753|20240708|626000|Fournisseurs|FOU195|Orange Pro|FA-2407-2753|20240708|FORFAIT MOBILEJANVIER|1305,95|0,00|||20240708|0,00||Achats de Services
AC|Achats|AC02754|20240710|218300|Fournisseurs|FOU251|Apple|FA-2407-2754|20240710|Materiel Apple / reglement|3660,5|0,00|||20240710|0,00||Achats de Biens
AC|Achats|AC02755|20240918|606100|Fournisseurs|FOU777|Engie|FA-2409-2755|20240918|GAZ ENGIE / T1|1953,38|0,00|||20240918|0,00||Energie
AC|Achats|AC02756|20240729|625100|Fournisseurs|FOU882|Vinci Autoroutes|FA-2407-2756|20240729|AUTOROUTE -|1762,22|0,00|||20240729|0,00||Déplacements
AC|Achats|AC02757|20240118|606100|Fournisseurs|FOU678|Engie|FA-2401-2757|20240118|Engie facture / cb|1919,58|0,00|||20240118|0,00||Energie
AC|Achats|AC02758|20240207|606100|Fournisseurs|FOU556|Engie|FA-2402-2758|20240207|ENGIE FACTURE /|581,3|0,00|||20240207|0,00||Energie
AC|Achats|AC02759|20240523|622600|Fournisseurs|FOU955|KPMG|FA-2405-2759|20240523|Honoraires CAC|1655,92|0,00|||20240523|0,00||Achats de Services
AC|Achats|AC02760|20240131|606400|Fournisseurs|FOU745|Bureau Vallee|FA-2401-2760|20240131|fournitures bureau  ref|3317,0|0,00|||20240131|0,00||Achats de Biens
AC|Achats|AC02761|20241012|606400|Fournisseurs|FOU902|Bureau Vallee|FA-2410-2761|20241012|Ramette papier /|1420,78|0,00|||20241012|0,00||Achats de Biens
AC|Achats|AC02762|20241215|606100|Fournisseurs|FOU230|EDF Pro|FA-2412-2762|20241215|Energie mois|4159,18|0,00|||20241215|0,00||Energie
AC|Achats|AC02763|20240111|606100|Fournisseurs|FOU827|EDF Pro|FA-2401-2763|20240111|Prélèvement EDF / virement|37,14|0,00|||20240111|0,00||Energie
AC|Achats|AC02764|20240730|625100|Fournisseurs|FOU456|Air France|FA-2407-2764|20240730|Air France voljanvier|855,73|0,00|||20240730|0,00||Déplacements
AC|Achats|AC02765|20240307|626000|Fournisseurs|FOU725|Orange Pro|FA-2403-2765|20240307|Telephonie  reglement|3633,01|0,00|||20240307|0,00||Achats de Services
AC|Achats|AC02766|20241213|626000|Fournisseurs|FOU971|Amazon Web Services|FA-2412-2766|20241213|Serveurs Amazonreglement|1102,8|0,00|||20241213|0,00||Achats de Services
AC|Achats|AC02767|20241012|606100|Fournisseurs|FOU862|EDF Pro|FA-2410-2767|20241012|FACTURE ELECTRICITEJANVIER|4676,78|0,00|||20241012|0,00||Energie
AC|Achats|AC02768|20240327|606100|Fournisseurs|FOU632|EDF Pro|FA-2403-2768|20240327|PRÉLÈVEMENT EDFFEV|39,84|0,00|||20240327|0,00||Energie
AC|Achats|AC02769|20240529|625100|Fournisseurs|FOU454|SNCF|FA-2405-2769|20240529|TGV Inoui -|301,54|0,00|||20240529|0,00||Déplacements
AC|Achats|AC02770|20240901|606400|Fournisseurs|FOU516|Boulanger|FA-2409-2770|20240901|Ecran PC  n°|3322,47|0,00|||20240901|0,00||Achats de Biens
AC|Achats|AC02771|20240904|218300|Fournisseurs|FOU849|Dell France|FA-2409-2771|20240904|Materiel Infoprelev|2539,9|0,00|||20240904|0,00||Achats de Biens
AC|Achats|AC02772|20240803|606400|Fournisseurs|FOU773|Bureau Vallee|FA-2408-2772|20240803|BUREAU VALLEE -|507,63|0,00|||20240803|0,00||Achats de Biens
AC|Achats|AC02773|20241222|218300|Fournisseurs|FOU265|Apple|FA-2412-2773|20241222|apple store  prelev|4898,24|0,00|||20241222|0,00||Achats de Biens
AC|Achats|AC02774|20241013|625100|Fournisseurs|FOU483|SNCF|FA-2410-2774|20241013|fact. sncf _|4585,88|0,00|||20241013|0,00||Déplacements
AC|Achats|AC02775|20240202|606400|Fournisseurs|FOU829|Bureau Vallee|FA-2402-2775|20240202|Papeterie  mars|3440,49|0,00|||20240202|0,00||Achats de Biens
AC|Achats|AC02776|20240701|606220|Fournisseurs|FOU168|Total|FA-2407-2776|20240701|Gasoil  prelev|4617,76|0,00|||20240701|0,00||Déplacements
AC|Achats|AC02777|20240919|625100|Fournisseurs|FOU660|Vinci Autoroutes|FA-2409-2777|20240919|Peagejanvier|2547,36|0,00|||20240919|0,00||Déplacements
AC|Achats|AC02778|20240117|626000|Fournisseurs|FOU696|OVH Cloud|FA-2401-2778|20240117|facture cloud|4928,79|0,00|||20240117|0,00||Achats de Services
AC|Achats|AC02779|20240918|626000|Fournisseurs|FOU764|OVH Cloud|FA-2409-2779|20240918|Abo OVH  T1|2696,82|0,00|||20240918|0,00||Achats de Services
AC|Achats|AC02780|20240106|218300|Fournisseurs|FOU926|Dell France|FA-2401-2780|20240106|Ordi Dell -|2559,32|0,00|||20240106|0,00||Achats de Biens
AC|Achats|AC02781|20240717|218300|Fournisseurs|FOU378|Apple|FA-2407-2781|20240717|apple store / virement|3807,06|0,00|||20240717|0,00||Achats de Biens
AC|Achats|AC02782|20241106|626000|Fournisseurs|FOU740|OVH Cloud|FA-2411-2782|20241106|Hebergement web /|4222,39|0,00|||20241106|0,00||Achats de Services
AC|Achats|AC02783|20240103|622600|Fournisseurs|FOU581|Malt|FA-2401-2783|20240103|Malt Fact. -|4792,14|0,00|||20240103|0,00||Achats de Services
AC|Achats|AC02784|20240907|626000|Fournisseurs|FOU399|Amazon Web Services|FA-2409-2784|20240907|AWS /|490,78|0,00|||20240907|0,00||Achats de Services
AC|Achats|AC02785|20241213|625100|Fournisseurs|FOU248|SNCF|FA-2412-2785|20241213|SNCF Voyage / prelev|2142,38|0,00|||20241213|0,00||Déplacements
AC|Achats|AC02786|20240328|626000|Fournisseurs|FOU460|OVH Cloud|FA-2403-2786|20240328|serveur ovh _|2347,05|0,00|||20240328|0,00||Achats de Services
AC|Achats|AC02787|20240403|626000|Fournisseurs|FOU629|Amazon Web Services|FA-2404-2787|20240403|Abo AWS _|1684,32|0,00|||20240403|0,00||Achats de Services
AC|Achats|AC02788|20240603|622600|Fournisseurs|FOU778|Malt|FA-2406-2788|20240603|MALT FACT.|1828,3|0,00|||20240603|0,00||Achats de Services
AC|Achats|AC02789|20240110|625100|Fournisseurs|FOU966|Vinci Autoroutes|FA-2401-2789|20240110|Autoroute|4052,0|0,00|||20240110|0,00||Déplacements
AC|Achats|AC02790|20241123|625100|Fournisseurs|FOU328|Air France|FA-2411-2790|20241123|Billet Avio - reglement|4470,15|0,00|||20241123|0,00||Déplacements
